seg_idx,t_start_s,t_end_s,t_start_device_ns,t_end_device_ns,transcript,gaze_yaw_mean_rad,gaze_pitch_mean_rad,gaze_depth_mean_m,gaze_yaw_std_rad,head_accel_mag_mean,head_gyro_mag_mean,gps_speed_mps,body_state,lat,lon,left_hand_visible_frac,right_hand_visible_frac,discourse_level,discourse_label,discourse_confidence,seg_dur_s,f0_mean_hz,f0_std_hz,f0_range_hz,voiced_frac,energy_mean,energy_std,pause_frac,ser_arousal,ser_dominance,ser_valence,lang,level,label,confidence,rationale
730,3616.42,3616.92,7034893257012,7035394257012,Pero Riviera.,-0.0695,-0.2186,1.434,0.0131,10.026,0.3894,1.034,walking,45.9564857,8.9344006,0.0,0.0,1,concrete,0.7,0.5,,,,0.0,0.0036,0.00179,0.0,0.4486,0.3998,0.4691,es,1,concrete,0.7,Refers to a specific style or type (Riviera).
731,3617.05,3617.65,7035515257012,7036117257012,Pero Riviera.,-0.0894,-0.2259,1.088,0.069,9.972,0.4858,1.034,walking,45.9564934,8.9344082,0.0,0.0,1,concrete,0.7,0.6,,,,0.0,0.00317,0.00098,0.0,0.4535,0.3937,0.4107,es,1,concrete,0.7,Refers to a specific style or type (Riviera).
732,3630.03,3631.01,7048501257012,7049483257012,Son plantas que no son de acá.,-0.11,-0.1699,1.897,0.143,9.834,0.4696,1.276,walking,45.9566078,8.9344587,0.0,0.0,1,concrete,1.0,0.98,282.1,42.9,171.5,1.0,0.00186,0.00036,0.0,0.4173,0.4183,0.5244,es,1,concrete,1.0,Describes specific plants and their origin.
733,3631.03,3635.2,7049503257012,7053673257012,Si pasamos de ahí es más bonito y se ve una cosa del lado.,-0.1065,-0.324,1.147,0.2912,10.089,0.5542,1.276,walking,45.9566383,8.9344645,0.0,0.0,3,aside,0.8,4.17,259.4,57.0,209.9,0.885,0.00143,0.00046,0.0,0.4958,0.4782,0.5506,es,3,aside,0.8,Procedural guidance and subjective aesthetic judgment.
734,3638.07,3638.29,7056540257012,7056760257012,Gracias.,-0.0759,-0.2524,0.794,0.2591,11.555,0.4461,0.901,walking,45.9566803,8.9344835,0.0,0.0,3,aside,1.0,0.22,,,,0.0,0.00126,0.00014,0.0,,,,es,3,aside,1.0,"Polite interjection, conversational."
735,3650.36,3654.05,7068835257012,7072518257012,"Me parecen siempre formidables estos altares, porque esto es romano.",0.2299,-0.2361,1.386,0.0967,10.044,0.4986,0.96,walking,45.9568329,8.9345055,0.0,0.0,1,concrete,0.95,3.69,135.1,24.7,83.4,0.914,0.0139,0.00842,0.017,0.5193,0.4872,0.4721,es,1,concrete,0.95,Identifies and describes a specific feature.
736,3658.13,3658.86,7076598257012,7077326257012,"No, no es romano, sino que",-0.1098,0.0233,1.181,0.1643,10.292,0.913,0.859,walking,45.9568787,8.9345331,0.0,0.286,3,aside,0.95,0.73,170.9,10.3,34.0,0.348,0.00842,0.0061,0.13,0.4947,0.4022,0.3358,es,3,aside,0.95,Self-correction of previous statement.
737,3660.03,3660.87,7078501257012,7079344257012,Es una tradición romana.,-0.0589,-0.191,0.394,0.267,9.874,0.6854,0.517,walking,45.9568787,8.9345255,0.0,0.0,2,contextual,0.9,0.84,146.0,24.7,75.7,0.963,0.01163,0.00407,0.037,0.4805,0.518,0.5022,es,2,contextual,0.9,Provides historical/cultural context for feature.
738,3660.97,3662.48,7079444257012,7080949257012,Los patrones de las ciudades.,0.2756,-0.2204,0.656,0.1251,10.33,0.5964,0.517,walking,45.9568787,8.9345188,0.0,0.0,2,contextual,0.85,1.51,65.0,0.0,0.0,0.5,0.00291,0.00142,0.0,0.4773,0.4512,0.5541,es,2,contextual,0.85,Generalization about historical patterns.
739,3677.16,3678.74,7095629257012,7097213257012,"Hay una casa que se llama Costanza, como mi hija.",-0.2494,-0.267,0.706,0.0435,10.112,0.3472,0.589,walking,45.9570274,8.9344807,0.0,0.0,1,concrete,0.9,1.58,178.1,38.4,113.7,0.94,0.00273,0.00291,0.24,0.1543,0.2007,0.4006,es,1,concrete,0.9,Names a specific physical feature.
740,3683.66,3685.88,7102126257012,7104350257012,Ahora ya hay que hablar de ellas.,-0.332,-0.3093,0.681,0.1329,10.017,0.6978,0.98,walking,45.9570541,8.9345398,0.0,0.0,3,aside,0.95,2.22,169.3,37.2,134.5,0.657,0.00258,0.00072,0.0,0.4566,0.447,0.6322,es,3,aside,0.95,Procedural/transitional remark.
741,3685.9,3689.97,7104370257012,7108437257012,"Y la otra que se llama Apriles, Constanza y Apriles.",-0.0904,-0.2493,0.801,0.2325,10.148,1.0966,0.991,walking,45.9570656,8.9345703,0.122,0.024,1,concrete,0.95,4.07,195.0,44.4,203.0,0.75,0.0025,0.00157,0.0,0.5892,0.5876,0.8175,es,1,concrete,0.95,Names another specific physical feature.
742,3690.03,3692.7,7108501257012,7111167257012,pero quiero aquí hay un artista que dibujó ese doble serpiente,-0.3394,-0.3245,0.665,0.0991,9.95,0.5878,0.878,walking,45.9570885,8.9345827,0.037,0.0,1,concrete,0.95,2.67,118.8,30.5,100.7,0.583,0.00706,0.00262,0.0,0.2951,0.2829,0.4089,es,1,concrete,0.95,Describes a specific visible artwork.
743,3698.89,3699.05,7117360257012,7117520257012,También.,-0.0524,-0.0316,1.247,0.0,10.796,0.4826,0.425,scanning,45.9571114,8.9346361,0.0,0.0,3,aside,0.9,0.16,221.5,1.4,3.8,0.667,0.00226,0.00035,0.0,,,,es,3,aside,0.9,Filler or affirmative interjection.
744,3708.81,3711.76,7127283257012,7130235257012,Dioses que te curan con serpientes en cuevas.,0.2109,-0.1277,0.327,0.2838,10.009,1.2372,0.073,scanning,45.9571037,8.9346228,0.0,0.1,2,contextual,0.95,2.95,143.1,45.8,170.0,0.774,0.00522,0.00325,0.086,0.2972,0.3354,0.4265,es,2,contextual,0.95,Provides mythological/historical context for motif.
745,3713.69,3714.43,7132163257012,7132905257012,"Así es, exactamente.",0.2053,-0.1724,0.4,0.121,9.941,0.5825,0.431,scanning,45.9571075,8.9346247,0.0,0.0,3,aside,0.95,0.74,,,,0.0,0.00271,0.00089,0.0,0.4702,0.5369,0.5279,es,3,aside,0.95,"Affirmative interjection, agreement."
746,3715.16,3718.6,7133626257012,7137074257012,Y aquí está toda la herencia céntrica.,-0.0498,-0.1242,0.912,0.3118,10.144,1.4442,0.431,scanning,45.957119,8.9346237,0.0,0.0,2,contextual,0.9,3.44,283.0,45.0,144.8,0.194,0.00233,0.00099,0.0,0.7052,0.7019,0.221,es,2,contextual,0.9,Generalization/framing about heritage of space.
747,3720.03,3723.72,7138501257012,7142193257012,"Es que está representada en forma bonita, no es representada en forma conflictiva.",-0.125,-0.2422,0.747,0.2542,10.023,0.6173,0.221,scanning,45.9571266,8.9346285,0.0,0.0,2,contextual,0.9,3.69,215.1,49.0,160.0,0.293,0.00222,0.001,0.0,0.3737,0.4406,0.5627,es,2,contextual,0.9,Commentary on representation style.
748,3726.71,3727.47,7145183257012,7145945257012,Eso es lo que a mí me gusta.,-0.4459,-0.2194,0.787,0.1272,10.207,2.2077,0.422,scanning,45.9571266,8.9346342,0.0,0.0,3,aside,0.95,0.76,247.3,14.8,48.6,0.542,0.00191,0.00042,0.0,0.5166,0.5007,0.2277,es,3,aside,0.95,Personal opinion or preference.
749,3727.49,3729.7,7145965257012,7148171257012,Acá vivieron la familia Solari.,-0.1393,-0.2261,0.72,0.1982,10.027,0.6559,0.148,scanning,45.9571228,8.9346323,0.0,0.0,1,concrete,0.95,2.21,68.5,5.8,19.8,0.614,0.00314,0.00122,0.0,0.4341,0.4421,0.4656,es,1,concrete,0.95,Identifies past inhabitants of location.
750,3732.25,3732.73,7150718257012,7151199257012,Los famosos solares.,-0.2321,-0.3687,1.846,0.0349,10.283,0.2641,0.074,scanning,45.9571266,8.9346371,1.0,0.0,1,concrete,0.9,0.48,207.5,9.5,27.5,0.875,0.00175,0.00031,0.0,0.2175,0.2614,0.4248,es,1,concrete,0.9,Names a specific physical feature.
751,3732.77,3736.3,7151239257012,7154769257012,Bueniforte.,-0.0127,-0.196,1.896,0.0503,9.961,0.1787,0.147,dwelling,45.9571266,8.9346371,0.143,0.0,1,concrete,0.8,3.53,104.8,63.4,142.6,0.288,0.00223,0.00123,0.0,0.1493,0.254,0.4708,es,1,concrete,0.8,Names a specific entity/place.
752,3737.06,3738.94,7155531257012,7157414257012,"Antonio, ellos construyen la mitad de la Milán de 1400.",-0.068,-0.0514,0.755,0.1484,10.023,0.258,0.0,scanning,45.9571266,8.934639,0.0,0.333,2,contextual,0.85,1.88,67.0,5.4,22.3,0.458,0.00238,0.00123,0.0,0.1621,0.2651,0.4489,es,2,contextual,0.85,Provides historical context about builders.
753,3743.33,3748.74,7161801257012,7167214257012,"O sea, las iglesias más importantes, incluso el Duomo de Milán.",-0.0763,-0.1993,0.638,0.0786,10.012,0.1448,0.074,dwelling,45.9571304,8.9346428,0.0,0.056,2,contextual,0.9,5.41,220.4,48.8,239.2,0.894,0.00167,0.00042,0.0,0.557,0.5539,0.672,es,2,contextual,0.9,Elaborates on historical construction examples.
754,3748.76,3749.97,7167234257012,7168437257012,"Incluso ellos reciben, son los primeros.",-0.0243,-0.2868,0.679,0.0435,10.056,0.2266,0.074,dwelling,45.9571228,8.9346447,0.083,0.0,2,contextual,0.85,1.21,229.8,14.1,52.4,0.895,0.00201,0.00118,0.0,0.4424,0.4286,0.4256,es,2,contextual,0.85,Adds more historical context.
755,3750.03,3752.18,7168501257012,7170645257012,"Aquí hay una casa que se llama Afrile, donde acabo de ver.",-0.1061,-0.2825,1.025,0.1629,10.018,0.3659,0.074,scanning,45.9571228,8.9346457,0.091,0.0,1,concrete,0.9,2.15,66.6,4.9,16.4,0.147,0.00136,0.00062,0.0,0.4182,0.4442,0.3581,es,1,concrete,0.9,Names a specific house in the space.
756,3758.29,3758.87,7176760257012,7177344257012,Una linda...,-0.062,-0.4701,1.221,0.0687,9.987,1.3099,0.073,scanning,45.9571228,8.9346466,0.667,0.667,3,aside,0.9,0.58,,,,0.0,0.00136,0.00034,0.0,0.4236,0.4028,0.4299,es,3,aside,0.9,"Incomplete thought, filler."
757,3761.44,3766.16,7179910257012,7184628257012,"Un lindo artículo en la revista Luz, que lo vi en el bus.",-0.0363,-0.2048,0.287,0.1628,9.981,0.2114,0.0,dwelling,45.9571228,8.9346476,0.729,0.708,3,aside,0.95,4.72,205.9,28.9,113.9,0.541,0.0017,0.0004,0.0,0.477,0.4875,0.6866,es,3,aside,0.95,"Personal, off-topic anecdote."
758,3767.46,3768.85,7185933257012,7187316257012,"Por eso pensé, tenemos que pasarla acá.",-0.1653,-0.5164,0.265,0.0785,9.91,0.7708,0.0,scanning,45.9571228,8.9346476,0.615,0.923,3,aside,0.9,1.39,201.6,16.3,63.2,0.864,0.00082,0.0002,0.0,0.443,0.4261,0.3098,es,3,aside,0.9,Explains expert's thought process/plan.
759,3774.9,3775.36,7193373257012,7193835257012,Así era todo.,-0.1689,-0.4906,0.301,0.1548,10.086,0.8108,0.899,walking,45.9571762,8.9346666,0.0,1.0,2,contextual,0.8,0.46,65.0,0.0,0.0,0.667,0.00129,0.00027,0.0,0.3395,0.369,0.3038,es,2,contextual,0.8,Generalization about a past state.
760,3795.71,3797.2,7214178257012,7215670257012,El guacamayo es amazónico.,-0.2521,-0.1307,1.207,0.016,10.079,0.088,0.074,dwelling,45.957283,8.9346867,0.0,0.0,2,contextual,0.85,1.49,213.0,23.7,90.7,0.894,0.00122,0.00019,0.0,0.5573,0.6123,0.7332,es,2,contextual,0.85,General biological/geographical fact.
761,3808.4,3809.36,7226866257012,7227833257012,en la fachada de Santa María,-0.1567,-0.6593,0.219,0.0268,9.682,0.621,0.431,scanning,45.9572868,8.9346838,0.2,1.0,1,concrete,0.9,0.96,191.3,13.9,65.8,0.677,0.00202,0.0002,0.0,0.3462,0.3841,0.391,es,1,concrete,0.9,Names a specific architectural feature.
762,3811.56,3811.62,7230032257012,7230094257012,Ah.,-0.5803,-0.2619,4.0,0.0,9.808,1.5581,0.423,scanning,45.957283,8.9346838,0.0,0.0,3,aside,0.95,0.06,,,,,,,,,,,es,3,aside,0.95,Filler interjection.
763,3818.87,3820.16,7237343257012,7238628257012,"¿Alguien tiene que haberlo visto, dibujado?",-0.3338,-0.3617,2.791,0.0263,9.948,0.4192,0.147,scanning,45.9572716,8.9346743,0.0,0.0,3,aside,0.85,1.29,252.1,33.7,97.0,1.0,0.0013,0.0003,0.0,0.6401,0.6114,0.6598,es,3,aside,0.85,Speculative question about origin.
764,3825.57,3827.49,7244035257012,7245960257012,No se sabe de cuándo son estas pinturas.,-0.1997,-0.1729,1.54,0.3943,10.038,1.012,0.074,scanning,45.9572716,8.9346695,0.0,0.053,2,contextual,0.9,1.92,130.8,9.0,43.8,0.934,0.00797,0.00337,0.033,0.2879,0.3393,0.4522,es,2,contextual,0.9,Provides contextual information about paintings.
765,3833.5,3833.8,7251974257012,7252275257012,Gracias.,0.0552,-0.0621,0.603,0.0976,9.999,0.1562,0.074,dwelling,45.9572716,8.9346638,0.0,0.0,3,aside,0.9,0.3,,,,0.0,0.00045,0.00013,0.0,,,,es,3,aside,0.9,"Social nicety, filler."
766,3842.08,3845.21,7260546257012,7263678257012,Me gusta tanto porque la combinación entre...,-0.0571,-0.2344,1.364,0.2279,10.045,0.967,0.0,scanning,45.9572678,8.9346581,0.0,0.0,3,aside,0.9,3.13,204.5,29.1,135.3,0.694,0.00127,0.00061,0.0,0.3665,0.404,0.5272,es,3,aside,0.9,"Personal opinion, incomplete thought."
767,3845.97,3846.69,7264441257012,7265164257012,La parra es maravillosa.,0.3012,-0.3931,0.862,0.0454,10.006,0.129,0.074,dwelling,45.9572678,8.9346571,0.0,0.0,3,aside,0.8,0.72,218.8,15.1,41.1,0.739,0.00149,0.00063,0.0,0.4222,0.4952,0.5787,es,3,aside,0.8,"Appreciative aesthetic comment, not technical explanation."
768,3855.22,3856.8,7273689257012,7275272257012,Así es como fue.,-0.2656,-0.3568,1.298,0.2163,9.994,0.8017,0.074,scanning,45.9572678,8.9346542,0.0,0.0,2,contextual,0.9,1.58,247.3,34.3,163.7,0.74,0.00129,0.00046,0.0,0.3671,0.3777,0.3904,es,2,contextual,0.9,"Framing statement, setting context for explanation."
769,3857.9,3864.38,7276372257012,7282847257012,"Y si nosotros logramos enseñar a las personas cómo fue, ellos cuando van a comprar una casa o cuando van a hacer un jardín,",-0.2058,-0.3224,0.717,0.1949,9.939,0.4546,0.363,scanning,45.9572639,8.9346561,0.0,0.938,2,contextual,0.9,6.48,214.4,28.4,115.0,0.537,0.00147,0.00029,0.0,0.3844,0.436,0.5499,es,2,contextual,0.9,Discusses implications and application of knowledge.
770,3865.9,3868.02,7284370257012,7286494257012,Gracias.,-0.1716,-0.1967,1.606,0.2326,10.06,0.688,0.431,scanning,45.9572639,8.93466,0.0,0.238,3,aside,0.9,2.12,65.0,0.1,0.8,0.403,0.00115,0.00053,0.0,0.3476,0.3617,0.4569,es,3,aside,0.9,"Social nicety, filler."
771,3870.05,3871.03,7288521257012,7289504257012,"O sea, vamos a saber cómo hacer.",-0.1723,-0.1823,3.604,0.0952,9.925,0.223,0.43,dwelling,45.9572563,8.9346581,0.0,0.0,2,contextual,0.9,0.98,65.0,0.0,0.0,0.194,0.00103,0.00031,0.0,0.3818,0.4079,0.4346,es,2,contextual,0.9,Discusses practical application of knowledge.
772,3871.05,3872.34,7289524257012,7290807257012,"Bueno, la casa...",-0.1526,-0.4871,0.258,0.0356,10.025,0.3532,0.43,scanning,45.9572525,8.9346571,0.0,0.769,3,aside,0.9,1.29,,,,0.0,0.00138,0.00019,0.0,0.3568,0.3545,0.4537,es,3,aside,0.9,"Incomplete thought, filler."
773,3898.58,3898.74,7317053257012,7317214257012,Gracias.,-0.5041,-0.2457,0.566,0.0,10.27,0.3168,3.021,walking,45.9571495,8.9345837,0.0,0.0,3,aside,0.9,0.16,67.2,4.2,11.4,1.0,0.00181,0.00065,0.0,,,,es,3,aside,0.9,"Social nicety, filler."
774,3905.97,3906.11,7324441257012,7324582257012,Grazie.,0.2476,-0.3124,4.0,0.0,9.804,0.4683,0.917,walking,45.9572487,8.9346256,0.0,0.0,3,aside,0.9,0.14,237.8,9.3,24.8,1.0,0.001,0.00013,0.0,,,,it,3,aside,0.9,"Social nicety, filler."
775,3915.98,3916.22,7334453257012,7334694257012,Grazie.,-0.0201,-0.0456,0.76,0.0489,10.008,0.0513,0.431,dwelling,45.9573059,8.9346676,0.0,0.0,3,aside,0.9,0.24,203.6,4.5,12.9,1.0,0.00094,0.0002,0.0,,,,it,3,aside,0.9,"Social nicety, filler."
776,3919.99,3920.39,7338462257012,7338864257012,Grazie.,-0.1651,-0.6519,2.413,0.0611,10.007,0.228,0.43,dwelling,45.9573135,8.9346771,0.0,0.0,3,aside,0.9,0.4,194.5,6.1,16.7,1.0,0.00052,8e-05,0.0,0.4113,0.3583,0.4222,it,3,aside,0.9,"Social nicety, filler."
777,3938.35,3939.05,7356821257012,7357525257012,"No, no, no.",0.1753,-0.1795,0.591,0.048,9.865,0.5226,0.148,scanning,45.9572868,8.934598,0.0,0.0,3,aside,0.9,0.7,300.1,11.4,33.5,0.318,0.00111,0.00073,0.0,0.5729,0.5511,0.4303,it,3,aside,0.9,"Procedural, rejection or self-correction."
778,3943.89,3946.86,7362355257012,7365331257012,perché ho spiegato qualche cosa del sistema armonico.,-0.1291,-0.2114,0.81,0.2797,10.003,0.7594,0.148,scanning,45.9572945,8.9346085,0.0,0.0,3,aside,0.9,2.97,229.5,26.3,128.1,0.903,0.0014,0.00035,0.0,0.4737,0.496,0.3855,it,3,aside,0.9,Metalinguistic remark about expert's own discourse.
779,3956.8,3956.94,7375265257012,7375406257012,Grazie.,0.2178,-0.2878,0.397,0.0,9.815,0.1517,0.147,dwelling,45.9572906,8.9346294,0.0,0.0,3,aside,0.9,0.14,,,,0.0,0.00057,7e-05,0.0,,,,it,3,aside,0.9,"Social nicety, filler."
780,3964.3,3968.78,7382770257012,7387247257012,"Buongiorno, sono la presidina cattedrale dell'Università della Svizzera italiana.",-0.0995,-0.2939,0.71,0.2116,9.987,0.2829,0.43,scanning,45.9572983,8.9346266,0.0,0.0,3,aside,0.9,4.48,242.2,43.5,161.2,0.709,0.00154,0.00036,0.0,0.6462,0.5866,0.4984,it,3,aside,0.9,"Self-introduction, not core content."
781,3977.48,3977.62,7395950257012,7396091257012,Grazie.,0.1952,-0.0121,0.641,0.0,10.113,1.732,0.447,scanning,45.957283,8.9346161,0.0,0.0,3,aside,0.9,0.14,214.2,7.0,20.1,1.0,0.00167,0.0002,0.0,,,,it,3,aside,0.9,Simple gratitude/filler.
782,3982.46,3983.4,7400928257012,7401869257012,ieri ieri ho una figlia che si chiama,0.1392,-0.1818,0.317,0.0291,9.971,0.302,0.074,scanning,45.9572906,8.9346085,0.0,0.0,3,aside,0.9,0.94,165.5,20.3,78.4,1.0,0.02124,0.00942,0.033,0.6443,0.6287,0.6382,it,3,aside,0.9,"Personal anecdote, off-topic."
783,3990.03,3997.99,7408501257012,7416460257012,costanza questa mattina questa mattina avevo fatto tutta una preparazione su tutta l'architettura eh sacra e la,-0.0576,-0.1869,0.487,0.2171,9.968,0.55,0.368,scanning,45.9572906,8.9346075,0.0,0.0,3,aside,0.9,7.96,228.2,32.3,146.1,0.807,0.00151,0.00071,0.0,0.5889,0.5795,0.6672,it,3,aside,0.9,"Personal anecdote, off-topic."
784,3998.09,3998.69,7416562257012,7417158257012,relazione con la,-0.3813,-0.038,1.824,0.073,9.972,1.2274,0.449,scanning,45.9572868,8.9346123,0.0,0.0,3,aside,0.9,0.6,213.4,17.1,46.4,1.0,0.00118,0.00011,0.0,0.6417,0.5757,0.6513,it,3,aside,0.9,"Personal anecdote, off-topic."
785,4002.83,4007.98,7421299257012,7426446257012,"una rivista che si chiama Lu, perché ho una amica che si chiama Luisella, ho detto guarda, lo apro...",-0.0898,-0.198,0.533,0.2016,9.967,0.4701,0.147,scanning,45.9572945,8.9346256,0.0,0.0,3,aside,0.9,5.15,240.6,38.9,214.0,0.901,0.00179,0.00074,0.012,0.7072,0.6538,0.7126,it,3,aside,0.9,"Personal anecdote, off-topic."
786,4008.38,4014.53,7426847257012,7433003257012,e c'era questo e ho detto magari è un segnale che bisogna che io venga qui e mi conosca e,-0.2895,-0.2418,0.498,0.1717,9.971,0.2071,0.0,dwelling,45.9572945,8.9346199,0.0,0.0,3,aside,0.9,6.15,223.1,24.5,99.8,0.741,0.00134,0.00047,0.0,0.575,0.5653,0.7535,it,3,aside,0.9,"Personal anecdote, off-topic."
787,4018.16,4019.36,7436632257012,7437835257012,che per me è davvero meraviglioso,-0.2478,-0.1224,0.439,0.0411,9.956,0.159,0.296,dwelling,45.9572945,8.9346104,0.0,0.0,3,aside,0.9,1.2,225.0,26.1,93.2,1.0,0.00121,0.0004,0.0,0.6383,0.5997,0.5,it,3,aside,0.9,"Personal anecdote, off-topic."
788,4022.93,4023.9,7441405257012,7442368257012,Grazie.,0.0884,-0.19,3.247,0.0041,9.983,0.0286,0.424,dwelling,45.9572868,8.9346094,0.0,0.0,3,aside,0.9,0.97,196.9,4.5,11.4,0.355,0.00153,0.00034,0.0,0.4621,0.4861,0.5315,it,3,aside,0.9,Simple gratitude/filler.
789,4036.15,4038.36,7454621257012,7456828257012,"dei solari che hanno costruito Milano, sono ancestralmente di Milano.",0.0661,-0.0239,1.518,0.0922,10.047,0.1423,0.074,dwelling,45.957283,8.9346066,0.0,0.0,2,contextual,0.9,2.21,201.6,36.1,159.1,0.943,0.00144,0.0002,0.0,0.4351,0.4777,0.6397,it,2,contextual,0.9,Historical context about influential families/architects.
790,4039.78,4042.81,7458253257012,7461283257012,Voi siete gli indigeni di questa casa.,-0.2432,-0.2503,1.092,0.2244,10.009,0.4914,0.0,scanning,45.9572792,8.9346066,0.0,0.1,2,contextual,0.9,3.03,223.5,33.6,117.0,0.874,0.00117,0.00044,0.0,0.6151,0.5929,0.6744,it,2,contextual,0.9,Generalisation/framing about the audience.
791,4043.55,4045.22,7462025257012,7463688257012,C'era un corso sui solari questa settimana.,-0.154,-0.3173,0.565,0.0264,9.92,0.0894,0.0,dwelling,45.9572792,8.9346056,0.0,0.0,3,aside,0.8,1.67,236.3,35.1,124.2,0.943,0.00118,0.00042,0.019,0.6301,0.5778,0.6027,it,3,aside,0.8,Tangential info about a past course.
792,4050.81,4057.34,7469282257012,7475808257012,"La settimana prossima c'è il corso sugli aprile, che appunto facevano parte di tutte queste...",-0.0777,-0.2929,0.44,0.0371,9.953,0.2113,0.074,dwelling,45.9572906,8.9345961,0.0,0.0,3,aside,0.8,6.53,213.7,40.2,200.6,0.888,0.0016,0.0004,0.0,0.645,0.6183,0.6226,it,3,aside,0.8,Tangential info about a future course.
793,4057.34,4059.64,7475808257012,7478112257012,"Queste famiglie, soprattutto scultori direi, poi solari o anche pittori.",-0.0618,-0.3379,0.487,0.0331,9.95,0.0375,0.074,dwelling,45.9572868,8.9345942,0.0,0.0,2,contextual,0.9,2.3,227.4,51.3,181.7,0.889,0.00172,0.00022,0.0,0.2748,0.3322,0.4735,it,2,contextual,0.9,Elaborates on the background of mentioned families.
794,4066.21,4069.92,7484682257012,7488394257012,"E qui, beh, che dire, tra l'altro questa qui è la fontana di Meret Oppenheim.",-0.0437,-0.2706,0.6,0.0623,9.943,0.0291,0.0,dwelling,45.9572868,8.9345951,0.0,0.0,1,concrete,0.9,3.71,192.6,16.4,56.8,0.336,0.00145,0.00049,0.0,0.513,0.52,0.6686,it,1,concrete,0.9,"Names a specific, actual feature in the space."
795,4070.36,4073.64,7488835257012,7492105257012,che ha vissuto questa è la casa di famiglia degli Oppenheim,-0.1022,-0.224,0.776,0.0363,9.938,0.0327,0.0,dwelling,45.9572868,8.9345951,0.0,0.0,1,concrete,1.0,3.28,101.7,51.9,113.6,0.437,0.00181,0.00061,0.0,0.2768,0.3125,0.5019,it,1,concrete,1.0,Identifies specific place and its history.
796,4077.52,4077.62,7495990257012,7496090257012,Ecco.,-0.1726,-0.317,0.574,0.0,10.025,0.1165,0.0,dwelling,45.9572868,8.9345951,0.0,0.0,3,aside,1.0,0.1,178.9,1.1,3.1,1.0,0.00147,0.00015,0.0,,,,it,3,aside,1.0,Filler word.
797,4080.11,4080.47,7498582257012,7498944257012,E quindi...,0.0359,-0.3455,0.471,0.0103,9.959,0.0479,0.429,dwelling,45.9572868,8.9345922,0.0,0.0,3,aside,1.0,0.36,172.2,2.4,7.0,1.0,0.00108,0.00014,0.0,,,,it,3,aside,1.0,Conversational connector/filler.
798,4083.05,4089.17,7501525257012,7507636257012,"Magari per lei non era tanto per le piante quanto per l'ermes, che è il mercurio che porta.",0.004,-0.3293,0.522,0.0219,9.953,0.0554,0.432,dwelling,45.9572678,8.9345808,0.0,0.0,1,concrete,0.9,6.12,202.3,20.6,152.0,0.901,0.00115,0.00043,0.005,0.4157,0.4449,0.4517,it,1,concrete,0.9,Specific detail about historical/symbolic context.
799,4090.81,4090.95,7509284257012,7509425257012,Grazie.,0.1992,-0.2525,0.424,0.0,9.267,0.4563,0.447,scanning,45.9572487,8.9345722,0.0,0.0,3,aside,1.0,0.14,195.2,0.9,2.3,1.0,0.00176,0.00028,0.0,,,,it,3,aside,1.0,Polite interjection.
800,4096.06,4097.6,7514526257011,7516070257012,Io ho solo un problema.,-0.3891,-0.3432,0.533,0.1037,9.983,0.3364,0.221,scanning,45.9572411,8.9345655,0.062,0.0,3,aside,1.0,1.54,219.9,31.4,100.3,0.735,0.00197,0.00043,0.0,0.6549,0.6034,0.6602,it,3,aside,1.0,Personal comment.
801,4097.62,4098.34,7516090257012,7516811257012,Questa mattina.,-0.3494,-0.5168,0.35,0.0651,9.962,0.0496,0.424,dwelling,45.9572449,8.9345636,1.0,0.0,3,aside,1.0,0.72,,,,0.0,0.00154,0.00026,0.0,0.548,0.4636,0.5392,it,3,aside,1.0,Continues personal comment.
802,4098.36,4098.78,7516831257012,7517253257012,"Ecco, fantastico.",-0.3439,-0.5783,0.335,0.013,9.943,0.0305,0.424,dwelling,45.9572449,8.9345636,1.0,0.0,3,aside,1.0,0.42,220.8,31.6,106.7,1.0,0.00148,0.00049,0.0,0.7613,0.6718,0.5565,it,3,aside,1.0,Exclamatory filler/reaction.
803,4098.8,4099.2,7517273257012,7517674257011,Vi ho visto qua.,-0.3962,-0.3983,0.384,0.0417,9.951,0.0297,0.45,dwelling,45.9572449,8.9345608,1.0,0.0,3,aside,1.0,0.4,304.4,3.4,10.5,0.846,0.00218,0.00044,0.0,,,,it,3,aside,1.0,Direct observation about participants.
804,4099.82,4102.21,7518295257012,7520680257012,"Sì, c'è l'intervista per la Casa Aprile.",-0.2444,-0.4304,0.38,0.0397,9.959,0.2825,0.515,walking,45.9572411,8.9345493,0.5,0.0,1,concrete,0.9,2.39,228.4,29.4,79.6,0.293,0.00135,0.00039,0.0,0.2933,0.3173,0.4344,it,1,concrete,0.9,Mentions specific event/location.
805,4102.23,4103.61,7520700257011,7522083257012,Molto bella.,-0.2324,-0.4564,0.372,0.0415,9.944,0.1822,0.56,walking,45.9572372,8.9345379,0.0,0.0,3,aside,1.0,1.38,197.6,14.1,43.6,0.545,0.00101,0.00024,0.0,0.481,0.4725,0.4675,it,3,aside,1.0,Subjective comment/reaction.
806,4104.74,4109.43,7523206257012,7527896257012,perché c'era quella splendida mostra sulla comunità di artisti che vivevano,-0.1287,-0.4513,0.416,0.0968,9.84,0.5282,0.429,scanning,45.9572449,8.9345322,0.809,0.66,1,concrete,0.9,4.69,179.7,41.4,189.1,0.884,0.00135,0.00032,0.0,0.4333,0.5092,0.6614,it,1,concrete,0.9,Mentions specific past exhibition/community.
